nama_label,label,image_path,bounding_box,status
egg,3,valid/images/-26_jpg.rf.b5746fc3c00823d75ab844694efe9af5.jpg,"[647, 73, 907, 278]",1
egg,3,valid/images/-26_jpg.rf.b5746fc3c00823d75ab844694efe9af5.jpg,"[613, 261, 812, 452]",1
egg,3,valid/images/-26_jpg.rf.b5746fc3c00823d75ab844694efe9af5.jpg,"[808, 229, 973, 416]",1
egg,3,valid/images/-26_jpg.rf.b5746fc3c00823d75ab844694efe9af5.jpg,"[697, 416, 944, 616]",1
egg,3,valid/images/-26_jpg.rf.b5746fc3c00823d75ab844694efe9af5.jpg,"[482, 406, 703, 607]",1
cheese,1,valid/images/kaese-lagern_JPEG.rf.8cfca9ecb90012797fca4d46450c149b.jpg,"[205, 50, 1286, 950]",1
eggplant,4,valid/images/istockphoto-1158850497-612x612_jpg.rf.531067a5cd2f6cd8cabebf6fc392189b.jpg,"[34, 37, 607, 522]",1
potato,6,valid/images/-29_jpg.rf.a37b4964a2168146b0359c841052a167.jpg,"[0, 0, 649, 831]",1
milk,5,valid/images/-7_jpg.rf.6df5d84ae31199a2dfab4b9070ffa4f5.jpg,"[21, 20, 287, 480]",1
milk,5,valid/images/-7_jpg.rf.6df5d84ae31199a2dfab4b9070ffa4f5.jpg,"[283, 0, 480, 488]",1
milk,5,valid/images/-7_jpg.rf.6df5d84ae31199a2dfab4b9070ffa4f5.jpg,"[471, 70, 785, 536]",1
cucumber,2,valid/images/-43_jpg.rf.e7c66e7a7b33f4887379e0c7d1950278.jpg,"[4, 361, 1121, 601]",1
cucumber,2,valid/images/-43_jpg.rf.e7c66e7a7b33f4887379e0c7d1950278.jpg,"[0, 161, 1060, 360]",1
sausage,7,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[101, 49, 512, 285]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[216, 249, 263, 291]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[168, 252, 213, 302]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[137, 235, 180, 277]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[110, 222, 153, 261]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[81, 202, 126, 246]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[171, 217, 208, 248]",1
tomato,8,valid/images/jj4fmikFXLQ_jpg.rf.7bf9f0feb6f89b164247d69e3ab56c1f.jpg,"[131, 195, 178, 230]",1
eggplant,4,valid/images/IMG_0658_JPG.rf.f44a72ae057bf3eac6956c632cd9c787.jpg,"[1120, 540, 1735, 1910]",1
cucumber,2,valid/images/detection_1686286087431_jpg.rf.fe29c01461716c9f0cb393ce503dc701.jpg,"[25, 121, 455, 204]",1
cucumber,2,valid/images/detection_1686286087431_jpg.rf.fe29c01461716c9f0cb393ce503dc701.jpg,"[102, 228, 497, 297]",1
sausage,7,valid/images/-11_jpg.rf.554d8dc6ffe1ca7f84df0edb63dbfa37.jpg,"[345, 325, 1260, 709]",1
tomato,8,valid/images/-11_jpg.rf.554d8dc6ffe1ca7f84df0edb63dbfa37.jpg,"[753, 58, 1065, 342]",1
tomato,8,valid/images/freshTomato-103-_jpg.rf.87196bd675604bb793e529cedac2d116.jpg,"[316, 149, 483, 340]",1
tomato,8,valid/images/freshTomato-103-_jpg.rf.87196bd675604bb793e529cedac2d116.jpg,"[138, 92, 320, 246]",1
tomato,8,valid/images/freshTomato-103-_jpg.rf.87196bd675604bb793e529cedac2d116.jpg,"[118, 191, 351, 398]",1
milk,5,valid/images/download_jpeg.rf.117b3b82a3e06db8cef2059dfe5f959e.jpg,"[4, 0, 170, 260]",1
tomato,8,valid/images/562573657568569_jpg.rf.7bde6c3499fa4a0e55711e5b5391721e.jpg,"[289, 37, 524, 259]",1
tomato,8,valid/images/562573657568569_jpg.rf.7bde6c3499fa4a0e55711e5b5391721e.jpg,"[101, 172, 334, 395]",1
tomato,8,valid/images/562573657568569_jpg.rf.7bde6c3499fa4a0e55711e5b5391721e.jpg,"[139, 402, 344, 609]",1
tomato,8,valid/images/562573657568569_jpg.rf.7bde6c3499fa4a0e55711e5b5391721e.jpg,"[321, 260, 546, 467]",1
tomato,8,valid/images/562573657568569_jpg.rf.7bde6c3499fa4a0e55711e5b5391721e.jpg,"[345, 466, 544, 657]",1
egg,3,valid/images/-46_jpg.rf.a8fbc7759a17b9995530a160755d3073.jpg,"[260, 224, 534, 438]",1
egg,3,valid/images/-46_jpg.rf.a8fbc7759a17b9995530a160755d3073.jpg,"[510, 199, 729, 414]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[260, 235, 357, 414]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[213, 236, 262, 423]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[259, 285, 309, 440]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[297, 239, 379, 418]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[161, 236, 207, 433]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[131, 249, 164, 432]",1
carrot,0,valid/images/-42_jpg.rf.1b00f2fd39379efd61abd0ea471beade.jpg,"[84, 235, 142, 397]",1
eggplant,4,valid/images/istockphoto-486455430-612x612_jpg.rf.2a352afdc4523b61af6a7d5cb066aa3a.jpg,"[21, 141, 585, 495]",1
egg,3,valid/images/-11_jpg.rf.4400145514cf03e714fa2074191504c0.jpg,"[357, 474, 576, 668]",1
egg,3,valid/images/-11_jpg.rf.4400145514cf03e714fa2074191504c0.jpg,"[387, 140, 567, 365]",1
egg,3,valid/images/-11_jpg.rf.4400145514cf03e714fa2074191504c0.jpg,"[544, 227, 779, 403]",1
egg,3,valid/images/-11_jpg.rf.4400145514cf03e714fa2074191504c0.jpg,"[558, 80, 766, 243]",1
cheese,1,valid/images/-4_jpg.rf.f2e9324c22d61cce1294eccfd3161b74.jpg,"[153, 143, 701, 574]",1
tomato,8,valid/images/-36_jpg.rf.3f7870f803280a18626142e252afb1b4.jpg,"[0, 73, 811, 773]",1
tomato,8,valid/images/-36_jpg.rf.3f7870f803280a18626142e252afb1b4.jpg,"[818, 75, 1511, 757]",1
cheese,1,valid/images/-3_jpg.rf.a9f0f819af081f1bab52c3969d4a03ba.jpg,"[1, 11, 204, 166]",1
cheese,1,valid/images/-3_jpg.rf.a9f0f819af081f1bab52c3969d4a03ba.jpg,"[177, 46, 275, 163]",1
egg,3,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[454, 306, 542, 417]",1
egg,3,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[538, 302, 636, 400]",1
potato,6,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[313, 310, 408, 432]",1
potato,6,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[215, 316, 313, 439]",1
potato,6,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[235, 229, 374, 319]",1
cucumber,2,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[112, 176, 219, 365]",1
cucumber,2,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[150, 73, 230, 259]",1
carrot,0,valid/images/-42_jpg.rf.8b602d4c75c5c1628532135623a380a7.jpg,"[430, 215, 673, 307]",1
cheese,1,valid/images/-21_jpg.rf.dd7f8bf6121f315558dd10161659793b.jpg,"[2, 36, 253, 168]",1
sausage,7,valid/images/4-123_jpg.rf.bd22109e357ec4eaf16435843226e8b4.jpg,"[346, 297, 495, 445]",1
sausage,7,valid/images/4-123_jpg.rf.bd22109e357ec4eaf16435843226e8b4.jpg,"[452, 249, 585, 389]",1
sausage,7,valid/images/4-123_jpg.rf.bd22109e357ec4eaf16435843226e8b4.jpg,"[537, 217, 651, 349]",1
sausage,7,valid/images/4-123_jpg.rf.bd22109e357ec4eaf16435843226e8b4.jpg,"[258, 109, 615, 347]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[255, 172, 432, 300]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[386, 296, 534, 426]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[176, 401, 326, 514]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[393, 218, 537, 322]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[165, 254, 294, 369]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[285, 295, 412, 423]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[496, 242, 576, 342]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[476, 334, 612, 465]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[304, 412, 500, 548]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[140, 337, 270, 465]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[0, 492, 110, 612]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[0, 306, 74, 404]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[28, 182, 108, 270]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[550, 136, 640, 236]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[596, 224, 640, 284]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[498, 146, 572, 210]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[287, 122, 367, 177]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[423, 124, 481, 166]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[60, 150, 111, 197]",1
potato,6,valid/images/-109_jpg.rf.ae5e555f78940bb28b5fbc6b7b3dc1f0.jpg,"[148, 128, 244, 202]",1
carrot,0,valid/images/Image_80_png.rf.099b97f8a6e884647deb6064f34f9d56.jpg,"[0, 4, 1300, 1155]",1
carrot,0,valid/images/Image_80_png.rf.099b97f8a6e884647deb6064f34f9d56.jpg,"[520, 215, 1904, 1085]",1
cucumber,2,valid/images/detection_1686628541057_jpg.rf.480b0c9bac2cab1c5731dbfcb8708470.jpg,"[108, 47, 535, 97]",1
cucumber,2,valid/images/detection_1686628541057_jpg.rf.480b0c9bac2cab1c5731dbfcb8708470.jpg,"[61, 96, 490, 151]",1
cucumber,2,valid/images/detection_1686628541057_jpg.rf.480b0c9bac2cab1c5731dbfcb8708470.jpg,"[49, 97, 475, 224]",1
cucumber,2,valid/images/detection_1686628541057_jpg.rf.480b0c9bac2cab1c5731dbfcb8708470.jpg,"[94, 229, 525, 316]",1
cucumber,2,valid/images/detection_1686628541057_jpg.rf.480b0c9bac2cab1c5731dbfcb8708470.jpg,"[109, 282, 535, 364]",1
potato,6,valid/images/-60_jpg.rf.eebaf6f107811dd29df9745a9bda72bb.jpg,"[167, 144, 394, 314]",1
potato,6,valid/images/-60_jpg.rf.eebaf6f107811dd29df9745a9bda72bb.jpg,"[389, 249, 569, 465]",1
potato,6,valid/images/-60_jpg.rf.eebaf6f107811dd29df9745a9bda72bb.jpg,"[151, 307, 424, 502]",1
cucumber,2,valid/images/Fresh-Prep-_-Meal-Kit-service-delivering-to-Vancouver-and-Calgary_jpeg.rf.5f86328cd39b9deafe534246f3817b32.jpg,"[151, 1, 252, 400]",1
eggplant,4,valid/images/FLorida-High-Market-Bush-Eggplant-Seeds_jpg.rf.7cd71881450623a2c7c2d2425e0ef5f9.jpg,"[24, 0, 245, 432]",1
eggplant,4,valid/images/FLorida-High-Market-Bush-Eggplant-Seeds_jpg.rf.7cd71881450623a2c7c2d2425e0ef5f9.jpg,"[236, 0, 446, 436]",1
potato,6,valid/images/-34_jpg.rf.bacea0bed622e2a5df28879f6073da6e.jpg,"[158, 140, 954, 695]",1
potato,6,valid/images/350_jpg.rf.2051576627c5c0b4c9de0f5530388360.jpg,"[486, 146, 639, 370]",1
potato,6,valid/images/350_jpg.rf.2051576627c5c0b4c9de0f5530388360.jpg,"[88, 145, 530, 500]",1
cucumber,2,valid/images/0083_png.rf.3a894979f11085b54c473e51dd6884f8.jpg,"[11, 71, 315, 879]",1
cucumber,2,valid/images/0083_png.rf.3a894979f11085b54c473e51dd6884f8.jpg,"[302, 71, 574, 903]",1
cucumber,2,valid/images/0083_png.rf.3a894979f11085b54c473e51dd6884f8.jpg,"[537, 15, 810, 895]",1
cucumber,2,valid/images/0083_png.rf.3a894979f11085b54c473e51dd6884f8.jpg,"[780, 48, 1040, 904]",1
cucumber,2,valid/images/0083_png.rf.3a894979f11085b54c473e51dd6884f8.jpg,"[1031, 130, 1278, 825]",1
cheese,1,valid/images/-75-_jpg.rf.8349bd14170029366b5a7b83b9501e92.jpg,"[17, 16, 172, 245]",1
eggplant,4,valid/images/istockphoto-528767495-612x612_jpg.rf.92aa78f61418a0be6fd895e6b72d22f0.jpg,"[21, 209, 635, 514]",1
eggplant,4,valid/images/istockphoto-178790337-612x612_jpg.rf.c325e6a7aecec4f3b08a24acb83968cd.jpg,"[76, 43, 599, 554]",1
cheese,1,valid/images/067980b251a29d8e_jpg.rf.5b319b065c6d7864955e217297caf1d4.jpg,"[0, 338, 471, 747]",1
cheese,1,valid/images/067980b251a29d8e_jpg.rf.5b319b065c6d7864955e217297caf1d4.jpg,"[286, 244, 714, 558]",1
cheese,1,valid/images/067980b251a29d8e_jpg.rf.5b319b065c6d7864955e217297caf1d4.jpg,"[425, 177, 889, 440]",1
cheese,1,valid/images/067980b251a29d8e_jpg.rf.5b319b065c6d7864955e217297caf1d4.jpg,"[579, 65, 1023, 362]",1
sausage,7,valid/images/kolbasa_jpg.rf.fac69d2b1f42e7e28898dd2279bd7487.jpg,"[195, 120, 655, 360]",1
sausage,7,valid/images/kolbasa_jpg.rf.fac69d2b1f42e7e28898dd2279bd7487.jpg,"[647, 300, 855, 560]",1
sausage,7,valid/images/kolbasa_jpg.rf.fac69d2b1f42e7e28898dd2279bd7487.jpg,"[133, 260, 639, 602]",1
cheese,1,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[74, 115, 196, 192]",1
cheese,1,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[53, 84, 161, 153]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[0, 231, 28, 266]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[22, 209, 53, 242]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[12, 181, 45, 211]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[1, 159, 33, 189]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[256, 108, 281, 136]",1
tomato,8,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[224, 94, 246, 119]",1
cheese,1,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[248, 157, 281, 208]",1
cheese,1,valid/images/-36_jpg.rf.3cd761a7edbddae71542af6c1c0d32d4.jpg,"[195, 150, 227, 199]",1
cheese,1,valid/images/0a554e15f525da3f_jpg.rf.a5404bb4e4400d5a2f5fbcb85b6a6c38.jpg,"[343, 151, 1012, 593]",1
tomato,8,valid/images/download_augmented_3_jpg.rf.f0168b148c6ff11cb055a5508e0bdff2.jpg,"[26, 14, 217, 201]",1
sausage,7,valid/images/20417_jpg.rf.8563db967f10471de04743760b4b96b7.jpg,"[74, 148, 618, 612]",1
cheese,1,valid/images/-104_jpg.rf.1140cd693e6b1f35714374aa2b8c3b51.jpg,"[38, 81, 634, 896]",1
tomato,8,valid/images/-21_jpg.rf.1ad8cc8bcf8ad01dcd191b0a6e7156ea.jpg,"[295, 178, 657, 418]",1
potato,6,valid/images/27_JPG_jpg.rf.57967a441cc5a73d2b03ee9d4ce53b0c.jpg,"[202, 157, 481, 540]",1
sausage,7,valid/images/555555_jpg.rf.967511ba1f5e2e11a643190a5ac6c8ec.jpg,"[201, 172, 496, 448]",1
sausage,7,valid/images/555555_jpg.rf.967511ba1f5e2e11a643190a5ac6c8ec.jpg,"[453, 93, 863, 439]",1
cheese,1,valid/images/Gouda-_-Everything-you-need-to-know-about-Gouda-cheese-_-Castello_jpg.rf.fe4c6f29211db127506798152369c668.jpg,"[0, 46, 282, 276]",1
cheese,1,valid/images/Gouda-_-Everything-you-need-to-know-about-Gouda-cheese-_-Castello_jpg.rf.fe4c6f29211db127506798152369c668.jpg,"[192, 236, 375, 395]",1
cucumber,2,valid/images/-23_jpg.rf.b8b853e55050ff60536a96c29aab909e.jpg,"[313, 42, 594, 424]",1
potato,6,valid/images/63_jpg.rf.b58eb7bd766449268ee8fdb15d067995.jpg,"[283, 123, 566, 483]",1
potato,6,valid/images/naver_0068_jpg.rf.0fdf7bf7824a9e7a8adcee226096a844.jpg,"[154, 48, 433, 439]",1
cheese,1,valid/images/13092409_shift-644x395_1wjzds_afxj7i_JPEG.rf.c30d979481c26191ae1fd40a5f43b8d1.jpg,"[40, 47, 571, 292]",1
cucumber,2,valid/images/detection_1686596700222_jpg.rf.144408d71089e8f34ab3fb502644b28b.jpg,"[117, 89, 508, 277]",1
cucumber,2,valid/images/0089_png.rf.44df5e73f32a688d8ed93e8fc5a89eb3.jpg,"[8, 84, 242, 164]",1
sausage,7,valid/images/-10_jpg.rf.4fd3484376b2be51c2e11819803c1af1.jpg,"[136, 71, 741, 428]",1
sausage,7,valid/images/-10_jpg.rf.4fd3484376b2be51c2e11819803c1af1.jpg,"[75, 404, 558, 649]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[598, 301, 933, 576]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[575, 236, 715, 370]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[137, 330, 465, 618]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[0, 330, 162, 530]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[206, 238, 588, 425]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[0, 225, 205, 343]",1
potato,6,valid/images/-102_jpg.rf.7de0a7c9a602f05841a3b21fa69c3550.jpg,"[182, 170, 416, 248]",1
sausage,7,valid/images/P1287016_jpg.rf.4fc56b91d9ac961d6072678e840d0f18.jpg,"[705, 172, 1334, 1935]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[1032, 0, 1199, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[850, 0, 1035, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[670, 0, 864, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[488, 0, 730, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[314, 0, 503, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[136, 0, 364, 800]",1
milk,5,valid/images/-122_jpg.rf.024883cb497b24efd1222c53de4b3a44.jpg,"[0, 0, 182, 800]",1
milk,5,valid/images/-105_jpg.rf.f293c9b31b5da5ff1c7ebd5b9b5d20ed.jpg,"[63, 40, 442, 580]",1
eggplant,4,valid/images/istockphoto-1200294422-612x612_jpg.rf.76281605cdc50e12d0603384190e8260.jpg,"[337, 34, 458, 315]",1
eggplant,4,valid/images/istockphoto-1200294422-612x612_jpg.rf.76281605cdc50e12d0603384190e8260.jpg,"[80, 343, 128, 405]",1
potato,6,valid/images/-2_jpg.rf.f02def0b03d10bba062325223857db1d.jpg,"[81, 64, 1028, 686]",1
egg,3,valid/images/-20_jpg.rf.3b8b696b63b098fb18b0c0a53585fee1.jpg,"[143, 323, 595, 665]",1
egg,3,valid/images/-20_jpg.rf.3b8b696b63b098fb18b0c0a53585fee1.jpg,"[591, 304, 986, 657]",1
egg,3,valid/images/-20_jpg.rf.3b8b696b63b098fb18b0c0a53585fee1.jpg,"[330, 127, 654, 379]",1
cheese,1,valid/images/-11_jpg.rf.89f71b4ae800cc01c75386411048c95f.jpg,"[0, 28, 225, 162]",1
cheese,1,valid/images/-6_jpg.rf.08fc606149d00840e42e269d712a6c75.jpg,"[14, 296, 275, 512]",1
cheese,1,valid/images/-6_jpg.rf.08fc606149d00840e42e269d712a6c75.jpg,"[96, 36, 358, 322]",1
cheese,1,valid/images/-6_jpg.rf.08fc606149d00840e42e269d712a6c75.jpg,"[243, 140, 594, 460]",1
cucumber,2,valid/images/-15_jpg.rf.878568d049af5106fed3846399af021d.jpg,"[112, 236, 892, 623]",1
eggplant,4,valid/images/20230220_093917_jpg.rf.36320f761093ea45029100dc6b8d4cc5.jpg,"[164, 28, 372, 609]",1
egg,3,valid/images/-22_jpg.rf.d1ea261cd657170b803bc731d1026254.jpg,"[281, 131, 754, 583]",1
cheese,1,valid/images/Formaticum-_-Best-Quality-Cheese-Storage-Professional-Cheese-Knives_jpg.rf.540c961945365500ce1aeaaa4b33f081.jpg,"[307, 83, 617, 423]",1
cheese,1,valid/images/Formaticum-_-Best-Quality-Cheese-Storage-Professional-Cheese-Knives_jpg.rf.540c961945365500ce1aeaaa4b33f081.jpg,"[48, 27, 242, 444]",1
tomato,8,valid/images/download-14-_augmented_1_jpg.rf.ade10dda3f82b70ed113b8054d09a3df.jpg,"[68, 90, 150, 169]",1
egg,3,valid/images/-25_jpg.rf.e241ba1f5c20da444f4791ee31fd5bf4.jpg,"[185, 225, 544, 718]",1
egg,3,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[321, 139, 432, 236]",1
cucumber,2,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[216, 292, 422, 407]",1
egg,3,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[326, 235, 423, 330]",1
egg,3,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[419, 230, 504, 332]",1
cucumber,2,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[82, 230, 234, 399]",1
carrot,0,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[137, 140, 345, 282]",1
potato,6,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[180, 74, 316, 185]",1
potato,6,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[315, 59, 439, 153]",1
sausage,7,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[429, 99, 657, 244]",1
carrot,0,valid/images/-39_jpeg.rf.b62f9adf616c88323b0cab768da2e6a9.jpg,"[85, 169, 321, 317]",1
cheese,1,valid/images/-19_jpg.rf.2a194862fa20fd9b9860b843595dbeed.jpg,"[23, 382, 369, 701]",1
eggplant,4,valid/images/IMG_0664_JPG.rf.7137b6465d04ef149041449fb81f46a4.jpg,"[840, 685, 1815, 2210]",1
sausage,7,valid/images/1liakmwcxsjfnkymhjcpdyn4s7uhfsy2_jpeg.rf.1dccdc4deecc9891d5c001752f295acb.jpg,"[1, 3, 989, 668]",1
sausage,7,valid/images/3534654675437_jpg.rf.9ad92311d250b3a1bc52a90bb96b40ee.jpg,"[135, 34, 820, 669]",1
eggplant,4,valid/images/20230217_135300_jpg.rf.72cf71817ce1616387f749224d96e5cb.jpg,"[146, 64, 297, 524]",1
cucumber,2,valid/images/-2-_jpeg.rf.8f19d71c243e85da7b3dac79691303dc.jpg,"[51, 29, 179, 185]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[325, 393, 589, 674]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[557, 300, 794, 586]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[95, 332, 367, 630]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[290, 205, 524, 422]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[35, 172, 252, 396]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[185, 72, 376, 289]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[372, 57, 554, 242]",1
egg,3,valid/images/-2_jpg.rf.8cc984b0b9463a083ff4d7bce80e5aa8.jpg,"[483, 167, 722, 343]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[306, 341, 476, 533]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[223, 244, 397, 414]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[380, 180, 541, 394]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[614, 215, 776, 422]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[771, 170, 919, 363]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[528, 130, 693, 287]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[300, 104, 445, 247]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[448, 45, 596, 188]",1
egg,3,valid/images/-55_jpg.rf.4471f578c4e9cb73312dd59ebf580d61.jpg,"[678, 84, 809, 230]",1
